Name,Location,City,P.O Box,Phone,Company Page Link,Logo URL
Arabian House Restaurant,,,,02-4450949,https://www.yellowpages-uae.com/arabian-house-restaurant-145636.html,https://media.yellowpages-uae.com/images/placeholder.png
Frankies Italian Restaurant & Grill,"Farimont Bab Al Bahr, Abu Dhabi",Abu Dhabi,,02-6543333,https://www.yellowpages-uae.com/frankies-italian-restaurant-grill-175698.html,https://media.yellowpages-uae.com/images/placeholder.png
Fresh & Easy (The Barakat Shop),"Jumeirah Road, Opposite City Bank, Dubai",Dubai,,04-2272528,https://www.yellowpages-uae.com/fresh-easy-the-barakat-shop--175570.html,https://media.yellowpages-uae.com/images/placeholder.png
Fresh & More Cafeteria & Grill,"Khalifa 11, Abu Dhabi",Abu Dhabi,,02-5521199,https://www.yellowpages-uae.com/fresh-more-cafeteria-grill-145640.html,https://media.yellowpages-uae.com/images/placeholder.png
Friday's,,,,600-523334,https://www.yellowpages-uae.com/friday-s-150962.html,https://media.yellowpages-uae.com/images/placeholder.png
Frutti Juice,"Near Lighthouse Community Psychological Clinic, Dubai",Dubai,,04-3284371,https://www.yellowpages-uae.com/frutti-juice-175562.html,https://media.yellowpages-uae.com/images/placeholder.png
Abu Shakra Restaurant,"Istiqlal St, Abu Dhabi",Abu Dhabi,8090,02-6313400,https://www.yellowpages-uae.com/abu-shakra-restaurant-128470.html,https://media.yellowpages-uae.com/images/placeholder.png
Accuro Specialist Support Services,"Dubai Investment Park - 2, Dubai",Dubai,283923,04-8071900,https://www.yellowpages-uae.com/accuro-specialist-support-services-160593.html,https://media.yellowpages-uae.com/images/placeholder.png
Afamia Al Shaam,"Khalifa, Abu Dhabi",Abu Dhabi,,02-5526630,https://www.yellowpages-uae.com/afamia-al-shaam-102712.html,https://media.yellowpages-uae.com/images/placeholder.png
Afdal Restaurant and Grill,"Muroor Rd, Abu Dhabi",Abu Dhabi,55204,02-4493916,https://www.yellowpages-uae.com/afdal-restaurant-and-grill-123500.html,https://media.yellowpages-uae.com/images/placeholder.png
Afghan Darbar Restaurant LLC,"Near Mubarak Centre, Al Nabbah Area, Sharjah",Sharjah,40179,06-5638761,https://www.yellowpages-uae.com/afghan-darbar-restaurant-llc-147100.html,https://media.yellowpages-uae.com/images/placeholder.png
Agemono Restaurant,"Al Khail Mall, Al Quoz Indl Area, Dubai",Dubai,124145,04-3397925,https://www.yellowpages-uae.com/agemono-restaurant-132116.html,https://media.yellowpages-uae.com/images/placeholder.png
Ahl Almandi Restaurant,"Near NMC Hospital, Amman Rd, Al Nahda 2, Dubai",Dubai,,04-2574448,https://www.yellowpages-uae.com/ahl-almandi-restaurant-68506.html,https://media.yellowpages-uae.com/images/placeholder.png
Ahmed Al Arab Restaurant,"Muroor Rd, Abu Dhabi",Abu Dhabi,70112,02-4431848,https://www.yellowpages-uae.com/ahmed-al-arab-restaurant-118134.html,https://media.yellowpages-uae.com/images/placeholder.png
Airlines Restaurant,"Hamdan St, Abu Dhabi",Abu Dhabi,4862,02-6335214,https://www.yellowpages-uae.com/airlines-restaurant-104292.html,https://media.yellowpages-uae.com/images/placeholder.png
Ajman Spring Restaurant & Grills,"Opp Ajman Traffic Police Dept, Ajman",Ajman,2,06-7462277,https://www.yellowpages-uae.com/ajman-spring-restaurant-grills-176924.html,https://media.yellowpages-uae.com/images/placeholder.png
Akher Saa Restaurant,"Jamal Abdul Nasir Street, Sharjah",Sharjah,,06-5501999,https://www.yellowpages-uae.com/akher-saa-restaurant-103615.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Abraj Restaurant,"Bhnd Joy Alukkas, Rolla, Sharjah",Sharjah,2907,06-5615335,https://www.yellowpages-uae.com/al-abraj-restaurant-68587.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Afghani Al Khas Lil Kabab Restaurant LLC,"Fathima Hamdan Bin Kadim Bldg, Al Qasimiya St, Abu Shaghara, Sharjah",Sharjah,,06-5506674,https://www.yellowpages-uae.com/al-afghani-al-khas-lil-kabab-restaurant-llc-103485.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Afrah Al Thahabya Restaurant LLC,"Near Mega Mall, Abu Shagara, Sharjah",Sharjah,,06-5512323,https://www.yellowpages-uae.com/al-afrah-al-thahabya-restaurant-llc-175370.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Ain Restaurant,"Next KFC, Airport Rd, Abu Dhabi",Abu Dhabi,25361,02-6422507,https://www.yellowpages-uae.com/al-ain-restaurant-129027.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Akhwan Restaurant,,,,04-2621704,https://www.yellowpages-uae.com/al-akhwan-restaurant-146795.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Akl Al Har Restaurant LLC,"Shop 2 & 3, Al Qassimiya, Sharjah",Sharjah,30459,06-5507939,https://www.yellowpages-uae.com/al-akl-al-har-restaurant-llc-148014.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Amoor Restaurant,"Al Quoz Indl Area, Dubai",Dubai,,04-3470787,https://www.yellowpages-uae.com/al-amoor-restaurant-175202.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Anood Restaurant,"Near Asmara S/Market, Al Mamoorah, Ras Al Khaimah",Ras Al Khaimah,12242,07-2236516,https://www.yellowpages-uae.com/al-anood-restaurant-138539.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Arrab Restaurant,"Dubai Silicon Oasis Authority, Dubai",Dubai,19492,04-3264949,https://www.yellowpages-uae.com/al-arrab-restaurant-153642.html,https://media.yellowpages-uae.com/images/placeholder.png
Fusion Caffe LLC,,,,02-4058678,https://www.yellowpages-uae.com/fusion-caffe-llc-164801.html,https://media.yellowpages-uae.com/images/placeholder.png
Fusion of Flavors Restaurant,"Damascus St, Al Qusais, Dubai",Dubai,,04-2678056,https://www.yellowpages-uae.com/fusion-of-flavors-restaurant-142227.html,https://media.yellowpages-uae.com/images/placeholder.png
Futue Stra Restaurant & Cafeteria,"Al Nahda 1, Dubai",Dubai,96703,04-2676986,https://www.yellowpages-uae.com/futue-stra-restaurant-cafeteria-147205.html,https://media.yellowpages-uae.com/images/placeholder.png
Summerland Motel,"Opp Sharjah Grand Hotel, Port Khalid, Al Khan, Sharjah",Sharjah,6006,06-5281321,https://www.yellowpages-uae.com/summerland-motel-135656.html,https://media.yellowpages-uae.com/images/placeholder.png
Sumo Salad,"Dubai Mall Food Court, Downtown Burj Khalifa, Dubai",Dubai,523,04-3308063,https://www.yellowpages-uae.com/sumo-salad-62656.html,https://media.yellowpages-uae.com/images/placeholder.png
Sumo Sushi & Bento,"Ground Floor, Building # 10, BBC Building, Dubai Media City, Dubai",Dubai,57360,04-3911041,https://www.yellowpages-uae.com/sumo-sushi-bento-110857.html,https://media.yellowpages-uae.com/images/placeholder.png
Sunlight Restaurant,"Hamdan St, Abu Dhabi",Abu Dhabi,26438,02-6321566,https://www.yellowpages-uae.com/sunlight-restaurant-126815.html,https://media.yellowpages-uae.com/images/placeholder.png
Super Kabab Iranian Restaurant,"Al Khaleej Rd, Abu Hail, Dubai",Dubai,,04-2685685,https://www.yellowpages-uae.com/super-kabab-iranian-restaurant-175232.html,https://media.yellowpages-uae.com/images/placeholder.png
Super Seven Seas Restaurants,"Bur Dubai, Dubai",Dubai,45863,04-3932112,https://www.yellowpages-uae.com/super-seven-seas-restaurants-117719.html,https://media.yellowpages-uae.com/images/placeholder.png
Surf Cafe Dubai,"Jumeirah Beach Road, Dubai",Dubai,,04-3466292,https://www.yellowpages-uae.com/surf-cafe-dubai-175783.html,https://media.yellowpages-uae.com/images/placeholder.png
Surya Restaurant,"Qusais, Dubai",Dubai,,04-2678080,https://www.yellowpages-uae.com/surya-restaurant-144090.html,https://media.yellowpages-uae.com/images/placeholder.png
Susana Restaurant,"Karama, Dubai",Dubai,26195,04-3575838,https://www.yellowpages-uae.com/susana-restaurant-158786.html,https://media.yellowpages-uae.com/images/placeholder.png
Sushi,"Grand Hyatt Hotel, Sheikh Rashid Rd, Bur Dubai, Dubai",Dubai,7978,04-3172222,https://www.yellowpages-uae.com/sushi-62658.html,https://media.yellowpages-uae.com/images/placeholder.png
Sushi Central,"Al Khalidiya, Abu Dhabi",Abu Dhabi,,600 520007,https://www.yellowpages-uae.com/sushi-central-175662.html,https://media.yellowpages-uae.com/images/placeholder.png
Sushi Counter,"Dubai Media City, Dubai",Dubai,,04-3751095,https://www.yellowpages-uae.com/sushi-counter-175784.html,https://media.yellowpages-uae.com/images/placeholder.png
Sushi Folie,"Holiday Inn, Al Barsha, next to Mall of the Emirates, Dubai",Dubai,115443,04-3234333,https://www.yellowpages-uae.com/sushi-folie-62660.html,https://media.yellowpages-uae.com/images/placeholder.png
Sushi Sushi Restaurant - Century Village,"Garhoud, Dubai",Dubai,77671,04-2829908,https://www.yellowpages-uae.com/sushi-sushi-restaurant-century-village-150157.html,https://media.yellowpages-uae.com/images/placeholder.png
Suvoroff,"Murgan 1 Bldg, Near Al Ansari Exch, JBR, Dubai",Dubai,333581,04-4370178,https://www.yellowpages-uae.com/suvoroff-62626.html,https://media.yellowpages-uae.com/images/placeholder.png
Swadist,"Opposite City Corner Supermarket, Al Karama, Dubai",Dubai,,04-3342920,https://www.yellowpages-uae.com/swadist-173553.html,https://media.yellowpages-uae.com/images/placeholder.png
Swagath Vegetarian Restaurant,"Food Court, Al Musalla Tower, Mankhool, Dubai",Dubai,8226,04-3969363,https://www.yellowpages-uae.com/swagath-vegetarian-restaurant-111357.html,https://media.yellowpages-uae.com/images/placeholder.png
"Swan, The","Al Ghurair Centre, Deira, Dubai",Dubai,171567,04-2285911,https://www.yellowpages-uae.com/swan-the-135710.html,https://media.yellowpages-uae.com/images/placeholder.png
Sydney Restaurant,"Opp Bin Ladin Camp, Indl Area 11, Sharjah",Sharjah,30218,06-5349443,https://www.yellowpages-uae.com/sydney-restaurant-129111.html,https://media.yellowpages-uae.com/images/placeholder.png
Szechuan Palace,"Ramada Chelsea Hotel, Al Barsha, Dubai",Dubai,,04-5019000,https://www.yellowpages-uae.com/szechuan-palace-143665.html,https://media.yellowpages-uae.com/images/placeholder.png
Madina Flowers Restaurant,"Between Lal's S/Market & Iranian Hospital, Satwa, Dubai",Dubai,23118,04-3497126,https://www.yellowpages-uae.com/madina-flowers-restaurant-140099.html,https://media.yellowpages-uae.com/images/placeholder.png
Future Star Restaurant,"Opp Buhari Masjid, Bhnd NMC , Al Nahda 1, Dubai",Dubai,96703,04-2676986,https://www.yellowpages-uae.com/future-star-restaurant-175227.html,https://media.yellowpages-uae.com/images/placeholder.png
GAD Group Of Restaurants,"TCA, Abu Dhabi",Abu Dhabi,,02-6451699,https://www.yellowpages-uae.com/gad-group-of-restaurants-145306.html,https://media.yellowpages-uae.com/images/placeholder.png
Gafoorkas Thattukada Restaurant,"Opp Lulu Village, Near Emarat Petrol Station, Muhaisnah, Dubai",Dubai,,04-2511713,https://www.yellowpages-uae.com/gafoorkas-thattukada-restaurant-177274.html,https://media.yellowpages-uae.com/images/placeholder.png
Galito's,"E 278-279 - 2nd Floor Extension, Al Wahda Mall, Abu Dhabi",Abu Dhabi,,02-6438221,https://www.yellowpages-uae.com/galito-s-176411.html,https://media.yellowpages-uae.com/images/placeholder.png
Garden Side Refreshments,"Behind Al Salama Hospital, Abu Dhabi",Abu Dhabi,,02-6763626,https://www.yellowpages-uae.com/garden-side-refreshments-175548.html,https://media.yellowpages-uae.com/images/placeholder.png
Gate of Karama Restaurant,"Karama, Dubai",Dubai,6319,04-3374222,https://www.yellowpages-uae.com/gate-of-karama-restaurant-114413.html,https://media.yellowpages-uae.com/images/placeholder.png
Gazebo Restaurant,"DIFC, Dubai",Dubai,281066,04-3585550,https://www.yellowpages-uae.com/gazebo-restaurant-108463.html,https://media.yellowpages-uae.com/images/placeholder.png
Geddy,"Barsha, Dubai",Dubai,,,https://www.yellowpages-uae.com/geddy-103607.html,https://media.yellowpages-uae.com/images/placeholder.png
Generous Vistors Restaurent,"Naif Rd, Deira, Dubai",Dubai,,04-2712262,https://www.yellowpages-uae.com/generous-vistors-restaurent-101156.html,https://media.yellowpages-uae.com/images/placeholder.png
Genghis Grill,"Level 2, Al Wahda Mall Extension, Abu Dhabi",Abu Dhabi,33779,02-6156039,https://www.yellowpages-uae.com/genghis-grill-176383.html,https://media.yellowpages-uae.com/images/placeholder.png
Ghoroob Al Shams Restaurant,"Al Nahda 2, Dubai",Dubai,,04-2206868,https://www.yellowpages-uae.com/ghoroob-al-shams-restaurant-148055.html,https://media.yellowpages-uae.com/images/placeholder.png
Ghuloom Shahdad Restaurant,"Bur Dubai, Dubai",Dubai,,04-3935186,https://www.yellowpages-uae.com/ghuloom-shahdad-restaurant-175838.html,https://media.yellowpages-uae.com/images/placeholder.png
Madina Islamabad Restaurant,"Abu Shagara, Sharjah",Sharjah,,06-5598846,https://www.yellowpages-uae.com/madina-islamabad-restaurant-175368.html,https://media.yellowpages-uae.com/images/placeholder.png
Madinat Salwa Restaurant,"Opp Zulekha Hospital, Al Butina, Sharjah",Sharjah,,06-5212042,https://www.yellowpages-uae.com/madinat-salwa-restaurant-146790.html,https://media.yellowpages-uae.com/images/placeholder.png
Madras Star Vegetarian Restaurant,"Deira, Dubai",Dubai,,04-2660043,https://www.yellowpages-uae.com/madras-star-vegetarian-restaurant-107190.html,https://media.yellowpages-uae.com/images/placeholder.png
Stills,"Crown Plaza, Yas Island, Abu Dhabi",Abu Dhabi,,02-6563066,https://www.yellowpages-uae.com/stills-175724.html,https://media.yellowpages-uae.com/images/placeholder.png
Madras Vegetarian Restaurant LLC,"Near Abu Hail Metro Station, Deira, Dubai",Dubai,,04-2691147,https://www.yellowpages-uae.com/madras-vegetarian-restaurant-llc-105432.html,https://media.yellowpages-uae.com/images/placeholder.png
Madurai Restaurant LLC,"Hamdan St, Abu Dhabi",Abu Dhabi,127473,02-6724257,https://www.yellowpages-uae.com/madurai-restaurant-llc-141969.html,https://media.yellowpages-uae.com/images/placeholder.png
Stone Fire Pizza Kitchen,"Near Real Cinemas. The Dubai Mall, Dubai",Dubai,,04-3308152,https://www.yellowpages-uae.com/stone-fire-pizza-kitchen-67464.html,https://media.yellowpages-uae.com/images/placeholder.png
Stratos,"Al Markaziyah, Abu Dhabi",Abu Dhabi,,800 101101,https://www.yellowpages-uae.com/stratos-175741.html,https://media.yellowpages-uae.com/images/placeholder.png
Subah Hotel Management Services LLC,"Mina Rd, Abu Dhabi",Abu Dhabi,48324,02-6723321,https://www.yellowpages-uae.com/subah-hotel-management-services-llc-140118.html,https://media.yellowpages-uae.com/images/placeholder.png
Subhiksha Restaurant,"Hamdan St, Abu Dhabi",Abu Dhabi,,02-6760675,https://www.yellowpages-uae.com/subhiksha-restaurant-147725.html,https://media.yellowpages-uae.com/images/placeholder.png
Magic Fork Restaurant,"Karama, Dubai",Dubai,50253,04-3972424,https://www.yellowpages-uae.com/magic-fork-restaurant-141982.html,https://media.yellowpages-uae.com/images/placeholder.png
Maharaja Palace,"Muroor Rd, Abu Dhabi",Abu Dhabi,,02-6429888,https://www.yellowpages-uae.com/maharaja-palace-145339.html,https://media.yellowpages-uae.com/images/placeholder.png
Maharath Cafeteria,"Bhnd Mubarak Centre, Near Al Zarka Hotel, Al Nabba St, Sharjah",Sharjah,,06-5636774,https://www.yellowpages-uae.com/maharath-cafeteria-148304.html,https://media.yellowpages-uae.com/images/placeholder.png
Mahe Restaurant,"Bhnd Naif Park, Naif Rd, Deira, Dubai",Dubai,4751,04-2213623,https://www.yellowpages-uae.com/mahe-restaurant-113624.html,https://media.yellowpages-uae.com/images/placeholder.png
Mahesh Restaurant,"Karama, Dubai",Dubai,,04-3968087,https://www.yellowpages-uae.com/mahesh-restaurant-175764.html,https://media.yellowpages-uae.com/images/placeholder.png
Mahroof Restaurant,"Khalifa St, Abu Dhabi",Abu Dhabi,25708,02-6275947,https://www.yellowpages-uae.com/mahroof-restaurant-121016.html,https://media.yellowpages-uae.com/images/placeholder.png
Majlis Pakistan Restaurant LLC,"Opp Gold Center, Sharjah",Sharjah,,06-5669347,https://www.yellowpages-uae.com/majlis-pakistan-restaurant-llc-151048.html,https://media.yellowpages-uae.com/images/placeholder.png
Malabar Chef Restaurant,"Behind NDC, Salam Street, Abu Dhabi",Abu Dhabi,,02-6747220,https://www.yellowpages-uae.com/malabar-chef-restaurant-175520.html,https://media.yellowpages-uae.com/images/placeholder.png
Malabar Restaurant,"Opp Malabar Super Market, Deira, Dubai",Dubai,,04-2239510,https://www.yellowpages-uae.com/malabar-restaurant-175215.html,https://media.yellowpages-uae.com/images/placeholder.png
Fantastic Fresh Food Trading LLC,"Hor Al Anz, Dubai",Dubai,24269,04-2339114,https://www.yellowpages-uae.com/fantastic-fresh-food-trading-llc-162938.html,https://media.yellowpages-uae.com/images/placeholder.png
Fantastico Cafe LLC,"Mazaya Centre, Sh Zayed Rd, Dubai",Dubai,114820,04-3434214,https://www.yellowpages-uae.com/fantastico-cafe-llc-133560.html,https://media.yellowpages-uae.com/images/placeholder.png
Fantasy Restaurant,"Deira, Dubai",Dubai,29134,04-2688288,https://www.yellowpages-uae.com/fantasy-restaurant-135156.html,https://media.yellowpages-uae.com/images/placeholder.png
Faragalla Cafe,"Oud Metha Road, Dubai",Dubai,,056-4334701,https://www.yellowpages-uae.com/faragalla-cafe-175482.html,https://media.yellowpages-uae.com/images/placeholder.png
Fareehan Refreshment,"Behind KM Trading, Salam Street, Abu Dhabi",Abu Dhabi,,02-6774447,https://www.yellowpages-uae.com/fareehan-refreshment-175534.html,https://media.yellowpages-uae.com/images/placeholder.png
Farhat Restaurant,"Al Qasimiah, Sharjah",Sharjah,29373,06-5669660,https://www.yellowpages-uae.com/farhat-restaurant-123527.html,https://media.yellowpages-uae.com/images/placeholder.png
Fatah Sanobir Restaurant,"203, Dar Al Wuhaida building, Hor Al Anz, Deira, Dubai",Dubai,50715,04-2692334,https://www.yellowpages-uae.com/mam-electrical-contracting-establishment-26245.html,https://media.yellowpages-uae.com/images/placeholder.png
FatBurger,"Ground Floor, Mall of the Emirates, Dubai",Dubai,,04-3477913,https://www.yellowpages-uae.com/fatburger-175757.html,https://media.yellowpages-uae.com/images/placeholder.png
Malanaad Restaurant,"Bhnd SHJ Coop, Abu Shagara, Sharjah",Sharjah,,06-5740001,https://www.yellowpages-uae.com/malanaad-restaurant-175361.html,https://media.yellowpages-uae.com/images/placeholder.png
Mamma Italia Restaurant,"Jumeira Beach Road, Dubai",Dubai,,04-3380872,https://www.yellowpages-uae.com/mamma-italia-restaurant-175539.html,https://media.yellowpages-uae.com/images/placeholder.png
Mandi Plov Restaurant,"Shop 20, W 09 Building, Russia Cluster, International City, Dubai",Dubai,,04-4211827,https://www.yellowpages-uae.com/mandi-plov-restaurant-174449.html,https://media.yellowpages-uae.com/images/placeholder.png
Manishaz Kitchen,"Abu Shagara, Sharjah",Sharjah,,06-5632215,https://www.yellowpages-uae.com/manishaz-kitchen-175259.html,https://media.yellowpages-uae.com/images/placeholder.png
Mannaland Restaurant,"Satwa, Dubai",Dubai,,04-3451300,https://www.yellowpages-uae.com/mannaland-restaurant-175765.html,https://media.yellowpages-uae.com/images/placeholder.png
Fathima Trading and Catering Co,"Near ADCB, Airport Rd, Abu Dhabi",Abu Dhabi,4710,02-4433490,https://www.yellowpages-uae.com/fathima-trading-and-catering-co-111697.html,https://media.yellowpages-uae.com/images/placeholder.png
Fatima House Restaurant,"Al Musalla Rd, Deira, Dubai",Dubai,45763,04-3976720,https://www.yellowpages-uae.com/fatima-house-restaurant-117964.html,https://media.yellowpages-uae.com/images/placeholder.png
Kuwaiti Restaurant,"Dibba Al Hassan, Fujairah",Fujairah,12068,09-2443599,https://www.yellowpages-uae.com/kuwaiti-restaurant-122077.html,https://media.yellowpages-uae.com/images/placeholder.png
Sublime Lounge,"Ibis Hotel, 2nd Zabeel Road, Dubai",Dubai,,04-3187130,https://www.yellowpages-uae.com/sublime-lounge-67465.html,https://media.yellowpages-uae.com/images/placeholder.png
Subway,"Blk 7, Food Court, Knowledge Village, Dubai",Dubai,502936,04-3644545,https://www.yellowpages-uae.com/subway-131293.html,https://media.yellowpages-uae.com/images/placeholder.png
Subway,"Times Square Centre, Sh zayed road, Dubai",Dubai,,04-3418808,https://www.yellowpages-uae.com/subway-68593.html,https://media.yellowpages-uae.com/images/placeholder.png
"Subway, The","Jumeira Lake Tower, Dubai",Dubai,27888,04-4327999,https://www.yellowpages-uae.com/subway-the-130056.html,https://media.yellowpages-uae.com/images/placeholder.png
SucreSale,"Jumeira Lake Tower, Dubai",Dubai,,04-4484648,https://www.yellowpages-uae.com/sucresale-103625.html,https://media.yellowpages-uae.com/images/placeholder.png
Sugar Box,"418 University City Rd, Ind Area 13, Dubai",Dubai,,04-3446084,https://www.yellowpages-uae.com/dubai-sugar-box-67467.html,https://media.yellowpages-uae.com/images/placeholder.png
Sugar Factory,"Shop MW 18, Festival City Mall, Dubai",Dubai,,04-2843456,https://www.yellowpages-uae.com/sugar-factory-176385.html,https://media.yellowpages-uae.com/images/placeholder.png
Sugoi,"2nd Floor Dubai Mall Food Court, Downtown Burj Khalifa, Dubai",Dubai,52546,04-4340755,https://www.yellowpages-uae.com/sugoi-62654.html,https://media.yellowpages-uae.com/images/placeholder.png
Sukh Sagar at the Beach,,,,04-4370188,https://www.yellowpages-uae.com/sukh-sagar-at-the-beach-67799.html,https://media.yellowpages-uae.com/images/placeholder.png
Sukh Sagar LLC,"Near Park Regis Kris Kin Hotel, Kuwait Street, Al Karama, Dubai",Dubai,52119,04-3967222,https://www.yellowpages-uae.com/sukh-sagar-llc-130754.html,https://media.yellowpages-uae.com/images/placeholder.png
Sultan Palace Restaurant,"opposite Zabeel Park, Near Karama Fish Market, Karama, Dubai",Dubai,,04-3709377,https://www.yellowpages-uae.com/sultan-palace-restaurant-67468.html,https://media.yellowpages-uae.com/images/placeholder.png
Sultana Restaurant,"Muroor Rd, Abu Dhabi",Abu Dhabi,95526,02-4482343,https://www.yellowpages-uae.com/sultana-restaurant-125396.html,https://media.yellowpages-uae.com/images/placeholder.png
Feast,"Sheraton Grand Hotel, Shk Zayed Road, Dubai",Dubai,,04-5034444,https://www.yellowpages-uae.com/feast-175833.html,https://media.yellowpages-uae.com/images/placeholder.png
La Brioche,"Marina Mall, Abu Dhabi",Abu Dhabi,,02-6815531,https://www.yellowpages-uae.com/la-brioche-145583.html,https://media.yellowpages-uae.com/images/placeholder.png
Sum of Us,"Trade Cntre 1, Shk Zayed Road, Dubai",Dubai,,056-4457526,https://www.yellowpages-uae.com/sum-of-us-175782.html,https://media.yellowpages-uae.com/images/placeholder.png
La Fontana Cafe,"Hamdan St, Abu Dhabi",Abu Dhabi,47838,02-6779500,https://www.yellowpages-uae.com/la-fontana-cafe-121306.html,https://media.yellowpages-uae.com/images/placeholder.png
Feri Kasif Theroom Restaurant,"Diamond 4 Bldg, Near Marina Mall, Dubai Marina, Dubai",Dubai,,04-4572919,https://www.yellowpages-uae.com/feri-kasif-theroom-restaurant-145697.html,https://media.yellowpages-uae.com/images/placeholder.png
Fibber Magee's,"Bhnd Saeed Tower 1, Sh Zayed Rd, Dubai",Dubai,115944,04-3322400,https://www.yellowpages-uae.com/fibber-magee-s-113244.html,https://media.yellowpages-uae.com/images/placeholder.png
Fiesta Restaurant,"Bhnd NMC Hospital, Al Nahda 2, Dubai",Dubai,,04-2206444,https://www.yellowpages-uae.com/fiesta-restaurant-68501.html,https://media.yellowpages-uae.com/images/placeholder.png
Filini,"Radisson Blu Hotel, Abu Dhabi",Abu Dhabi,,02-6562000,https://www.yellowpages-uae.com/filini-175695.html,https://media.yellowpages-uae.com/images/placeholder.png
Filli,"Al Mamzar Corniche, Dubai",Dubai,,04-2387169,https://www.yellowpages-uae.com/filli-175246.html,https://media.yellowpages-uae.com/images/placeholder.png
La Mamma,"Sheraton. Al Markaziyah, Abu Dhabi",Abu Dhabi,,02-6970238,https://www.yellowpages-uae.com/la-mamma-175705.html,https://media.yellowpages-uae.com/images/placeholder.png
Sumaya Restaurant,"Near Sharjah Cinema, Al Marija St, Sharjah",Sharjah,28405,06-5681823,https://www.yellowpages-uae.com/sumaya-restaurant-135721.html,https://media.yellowpages-uae.com/images/placeholder.png
Finz,"Beach Rotana, Al Zahiyah, Abu Dhabi",Abu Dhabi,,02-6979350,https://www.yellowpages-uae.com/finz-175736.html,https://media.yellowpages-uae.com/images/placeholder.png
La Parilla,"Jumeirah Beach Hotel, Dubai",Dubai,,04-3480000,https://www.yellowpages-uae.com/la-parilla-67725.html,https://media.yellowpages-uae.com/images/placeholder.png
La Piazza/Coffee Shop - Sands Hotel,"Near Emirates Gen Market, Electra St, Abu Dhabi",Abu Dhabi,32430,02-6335335,https://www.yellowpages-uae.com/la-piazza-coffee-shop-sands-hotel-111921.html,https://media.yellowpages-uae.com/images/placeholder.png
La Rosa Restaurant and Cafe,"Al Zarooni Building, Near Al Rigga Metro Station, Al Rigga, Dubai",Dubai,1164,04-2278483,https://www.yellowpages-uae.com/la-rosa-restaurant-and-cafe-175233.html,https://media.yellowpages-uae.com/images/placeholder.png
Labour Power Restaurant,"Near Grand Mini Mall, Jebel Ali Indl Area 2, Jebel Ali",Jebel Ali,,04-8804993,https://www.yellowpages-uae.com/labour-power-restaurant-102817.html,https://media.yellowpages-uae.com/images/placeholder.png
Moylos Burgers,"Near Sunset Mall, Jumeirah Beach Road, Dubai",Dubai,,04-3883140,https://www.yellowpages-uae.com/moylos-burgers-175555.html,https://media.yellowpages-uae.com/images/placeholder.png
Mr Shawerma Restaurant,"Abu Hail, Dubai",Dubai,,04-2626900,https://www.yellowpages-uae.com/mr-shawerma-restaurant-175307.html,https://media.yellowpages-uae.com/images/placeholder.png
Mubarak Salem Saeed Restaurant,"Hor Al Anz, Dubai",Dubai,11204,04-2667982,https://www.yellowpages-uae.com/mubarak-salem-saeed-restaurant-116697.html,https://media.yellowpages-uae.com/images/placeholder.png
Mugg & Bean,"Abu Dhabi Mall, Abu Dhabi",Abu Dhabi,,02-6454232,https://www.yellowpages-uae.com/mugg-bean-145700.html,https://media.yellowpages-uae.com/images/placeholder.png
Mughal Darbar Restaurant LLC,"Hamsah Building, Near Ansar Galler, Karama, Dubai",Dubai,,04-3795677,https://www.yellowpages-uae.com/mughal-darbar-restaurant-llc-175268.html,https://media.yellowpages-uae.com/images/placeholder.png
Muhammad Faisal Restaurant,"Near Dnata Bldg, Port Saeed, Deira, Dubai",Dubai,,04-2691900,https://www.yellowpages-uae.com/muhammad-faisal-restaurant-175253.html,https://media.yellowpages-uae.com/images/placeholder.png
Mullapanthal Restaurant,"Hawthorn Suite Hotel, Tourist Club Area, Abu Dhabi",Abu Dhabi,,055-8381867,https://www.yellowpages-uae.com/mullapanthal-restaurant-176437.html,https://media.yellowpages-uae.com/images/placeholder.png
Multan Restaurant,"Damascus St, Al Qusais 3, Dubai",Dubai,,04-2584033,https://www.yellowpages-uae.com/multan-restaurant-146561.html,https://media.yellowpages-uae.com/images/placeholder.png
Multi Food LLC,,,,04-4472800,https://www.yellowpages-uae.com/multi-food-llc-175601.html,https://media.yellowpages-uae.com/images/placeholder.png
Mumbai Masti Juice Center,"Opp Dubai Museum, Al Fahidi St, Bur Dubai, Dubai",Dubai,123481,04-3867655,https://www.yellowpages-uae.com/mumbai-masti-juice-center-175238.html,https://media.yellowpages-uae.com/images/placeholder.png
Mumtaz Mahal,"Arabian Courtyard Hotel & SPA, Dubai",Dubai,,04-3519111,https://www.yellowpages-uae.com/mumtaz-mahal-175642.html,https://media.yellowpages-uae.com/images/placeholder.png
Sumibiya,"Baniyas Rd, Deira, Dubai",Dubai,476,04-2057033,https://www.yellowpages-uae.com/sumibiya-142724.html,https://media.yellowpages-uae.com/images/placeholder.png
